Caller Method,Caller Library,Virtual Callee Method,Actual Callee Method,Callee Library,Count
org.seimicrawler.xpath.util.CommonUtil::sameTagElNums(Lorg/jsoup/nodes/Element;Lorg/seimicrawler/xpath/core/Scope;)I,JsoupXpath-2.4.3,org.jsoup.nodes.Element::getElementsByTag(Ljava/lang/String;)Lorg/jsoup/select/Elements;,org.jsoup.nodes.Element::getElementsByTag(Ljava/lang/String;)Lorg/jsoup/select/Elements;,jsoup-1.13.1,16
org.junit.runners.ParentRunner::areAllChildrenIgnored()Z,junit-4.12,org.junit.runners.ParentRunner::getFilteredChildren()Ljava/util/Collection;,com.tngtech.java.junit.dataprovider.DataProviderRunner::getFilteredChildren()Ljava/util/Collection;,junit-dataprovider-1.10.2,1
org.antlr.v4.runtime.tree.AbstractParseTreeVisitor::visit(Lorg/antlr/v4/runtime/tree/ParseTree;)Ljava/lang/Object;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.tree.ParseTree::accept(Lorg/antlr/v4/runtime/tree/ParseTreeVisitor;)Ljava/lang/Object;,org.seimicrawler.xpath.antlr.XpathParser$EqualityExprContext::accept(Lorg/antlr/v4/runtime/tree/ParseTreeVisitor;)Ljava/lang/Object;,JsoupXpath-2.4.3,7557
org.seimicrawler.xpath.JXDocument::selN(Ljava/lang/String;)Ljava/util/List;,JsoupXpath-2.4.3,org.jsoup.select.Elements::iterator()Ljava/util/Iterator;,org.jsoup.select.Elements::iterator()Ljava/util/Iterator;,jsoup-1.13.1,20
org.seimicrawler.xpath.JXDocument::create(Ljava/lang/String;)Lorg/seimicrawler/xpath/JXDocument;,JsoupXpath-2.4.3,org.jsoup.Jsoup::parse(Ljava/lang/String;)Lorg/jsoup/nodes/Document;,org.jsoup.Jsoup::parse(Ljava/lang/String;)Lorg/jsoup/nodes/Document;,jsoup-1.13.1,80
org.seimicrawler.xpath.util.CommonUtil::getElIndexInSameTags(Lorg/jsoup/nodes/Element;Lorg/seimicrawler/xpath/core/Scope;)I,JsoupXpath-2.4.3,org.jsoup.nodes.Element::equals(Ljava/lang/Object;)Z,org.jsoup.nodes.Element::equals(Ljava/lang/Object;)Z,jsoup-1.13.1,2175
org.antlr.v4.runtime.Parser::addContextToParseTree()V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,org.seimicrawler.xpath.antlr.XpathParser$NameTestContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,JsoupXpath-2.4.3,119
org.junit.runners.ParentRunner::classBlock(Lorg/junit/runner/notification/RunNotifier;)Lorg/junit/runners/model/Statement;,junit-4.12,org.junit.runners.ParentRunner::areAllChildrenIgnored()Z,com.tngtech.java.junit.dataprovider.DataProviderRunner::areAllChildrenIgnored()Z,junit-dataprovider-1.10.2,1
org.junit.runner.notification.SynchronizedRunListener::testRunStarted(Lorg/junit/runner/Description;)V,junit-4.12,org.junit.runner.notification.RunListener::testRunStarted(Lorg/junit/runner/Description;)V,org.apache.maven.surefire.common.junit4.JUnit4RunListener::testRunStarted(Lorg/junit/runner/Description;)V,org.apache.maven.surefire.common.junit4,1
org.junit.runners.BlockJUnit4ClassRunner::methodBlock(Lorg/junit/runners/model/FrameworkMethod;)Lorg/junit/runners/model/Statement;,junit-4.12,org.junit.runners.BlockJUnit4ClassRunner::possiblyExpectingExceptions(Lorg/junit/runners/model/FrameworkMethod;Ljava/lang/Object;Lorg/junit/runners/model/Statement;)Lorg/junit/runners/model/Statement;,com.tngtech.java.junit.dataprovider.DataProviderRunner::possiblyExpectingExceptions(Lorg/junit/runners/model/FrameworkMethod;Ljava/lang/Object;Lorg/junit/runners/model/Statement;)Lorg/junit/runners/model/Statement;,junit-dataprovider-1.10.2,25
org.seimicrawler.xpath.core.axis.ParentSelector::apply(Lorg/jsoup/select/Elements;)Lorg/seimicrawler/xpath/core/XValue;,JsoupXpath-2.4.3,org.jsoup.nodes.Element::parent()Lorg/jsoup/nodes/Element;,org.jsoup.nodes.Element::parent()Lorg/jsoup/nodes/Element;,jsoup-1.13.1,1
org.junit.runners.BlockJUnit4ClassRunner::possiblyExpectingExceptions(Lorg/junit/runners/model/FrameworkMethod;Ljava/lang/Object;Lorg/junit/runners/model/Statement;)Lorg/junit/runners/model/Statement;,junit-4.12,org.junit.runners.model.FrameworkMethod::getAnnotation(Ljava/lang/Class;)Ljava/lang/annotation/Annotation;,com.tngtech.java.junit.dataprovider.DataProviderFrameworkMethod::getAnnotation(Ljava/lang/Class;)Ljava/lang/annotation/Annotation;,junit-dataprovider-1.10.2,17
org.seimicrawler.xpath.core.function.FormatDate::call(Lorg/seimicrawler/xpath/core/Scope;Ljava/util/List;)Lorg/seimicrawler/xpath/core/XValue;,JsoupXpath-2.4.3,org.apache.commons.lang3.time.FastDateFormat::getInstance(Ljava/lang/String;)Lorg/apache/commons/lang3/time/FastDateFormat;,org.apache.commons.lang3.time.FastDateFormat::getInstance(Ljava/lang/String;)Lorg/apache/commons/lang3/time/FastDateFormat;,commons-lang3-3.3.2,2
org.antlr.v4.runtime.RuleContext::getText()Ljava/lang/String;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.RuleContext::getChild(I)Lorg/antlr/v4/runtime/tree/ParseTree;,org.seimicrawler.xpath.antlr.XpathParser$AbbreviatedStepContext::getChild(I)Lorg/antlr/v4/runtime/tree/ParseTree;,JsoupXpath-2.4.3,80
org.slf4j.MDC::bwCompatibleGetMDCAdapterFromBinder()Lorg/slf4j/spi/MDCAdapter;,slf4j-api-1.7.25,org.slf4j.impl.StaticMDCBinder::getMDCA()Lorg/slf4j/spi/MDCAdapter;,org.slf4j.impl.StaticMDCBinder::getMDCA()Lorg/slf4j/spi/MDCAdapter;,logback-classic-1.2.3,1
org.antlr.v4.runtime.Parser::setTokenStream(Lorg/antlr/v4/runtime/TokenStream;)V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.Parser::reset()V,org.seimicrawler.xpath.antlr.XpathParser::reset()V,JsoupXpath-2.4.3,31
org.antlr.v4.runtime.RuleContext::getText()Ljava/lang/String;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.RuleContext::getChildCount()I,org.seimicrawler.xpath.antlr.XpathParser$NameTestContext::getChildCount()I,JsoupXpath-2.4.3,22422
org.junit.runner.notification.SynchronizedRunListener::testRunFinished(Lorg/junit/runner/Result;)V,junit-4.12,org.junit.runner.notification.RunListener::testRunFinished(Lorg/junit/runner/Result;)V,org.apache.maven.surefire.common.junit4.JUnit4RunListener::testRunFinished(Lorg/junit/runner/Result;)V,org.apache.maven.surefire.common.junit4,1
org.junit.runners.BlockJUnit4ClassRunner::validateConstructor(Ljava/util/List;)V,junit-4.12,org.junit.runners.BlockJUnit4ClassRunner::validateZeroArgConstructor(Ljava/util/List;)V,com.tngtech.java.junit.dataprovider.DataProviderRunner::validateZeroArgConstructor(Ljava/util/List;)V,junit-dataprovider-1.10.2,1
org.jsoup.parser.HtmlTreeBuilderState$15::process(Lorg/jsoup/parser/Token;Lorg/jsoup/parser/HtmlTreeBuilder;)Z,jsoup-1.13.1,org.jsoup.helper.StringUtil::in(Ljava/lang/String;[Ljava/lang/String;)Z,org.jsoup.helper.StringUtil::in(Ljava/lang/String;[Ljava/lang/String;)Z,jsoup-1.10.3,810
org.jsoup.nodes.Node$NodeList::onContentsChanged()V,jsoup-1.10.3,org.jsoup.nodes.Node::nodelistChanged()V,org.jsoup.nodes.Element::nodelistChanged()V,jsoup-1.13.1,119829
org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,org.seimicrawler.xpath.antlr.XpathParser$FunctionNameContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,JsoupXpath-2.4.3,10
ch.qos.logback.core.encoder.LayoutWrappingEncoder::headerBytes()[B,logback-core-1.2.3,ch.qos.logback.core.Layout::getPresentationHeader()Ljava/lang/String;,ch.qos.logback.classic.layout.TTLLLayout::getPresentationHeader()Ljava/lang/String;,logback-classic-1.2.3,1
org.junit.runners.BlockJUnit4ClassRunner::describeChild(Lorg/junit/runners/model/FrameworkMethod;)Lorg/junit/runner/Description;,junit-4.12,org.junit.runners.BlockJUnit4ClassRunner::getTestClass()Lorg/junit/runners/model/TestClass;,com.tngtech.java.junit.dataprovider.DataProviderRunner::getTestClass()Lorg/junit/runners/model/TestClass;,junit-dataprovider-1.10.2,25
org.junit.runners.ParentRunner::classBlock(Lorg/junit/runner/notification/RunNotifier;)Lorg/junit/runners/model/Statement;,junit-4.12,org.junit.runners.ParentRunner::withAfterClasses(Lorg/junit/runners/model/Statement;)Lorg/junit/runners/model/Statement;,com.tngtech.java.junit.dataprovider.DataProviderRunner::withAfterClasses(Lorg/junit/runners/model/Statement;)Lorg/junit/runners/model/Statement;,junit-dataprovider-1.10.2,1
org.antlr.v4.runtime.DefaultErrorStrategy::sync(Lorg/antlr/v4/runtime/Parser;)V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.Parser::getATN()Lorg/antlr/v4/runtime/atn/ATN;,org.seimicrawler.xpath.antlr.XpathParser::getATN()Lorg/antlr/v4/runtime/atn/ATN;,JsoupXpath-2.4.3,2659
org.antlr.v4.runtime.Parser::addContextToParseTree()V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,org.seimicrawler.xpath.antlr.XpathParser$ExprContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,JsoupXpath-2.4.3,95
org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/tree/TerminalNode;)Lorg/antlr/v4/runtime/tree/TerminalNode;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,org.seimicrawler.xpath.antlr.XpathParser$AxisSpecifierContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,JsoupXpath-2.4.3,38
org.antlr.v4.runtime.Parser::enterOuterAlt(Lorg/antlr/v4/runtime/ParserRuleContext;I)V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::setAltNumber(I)V,org.seimicrawler.xpath.antlr.XpathParser$NameTestContext::setAltNumber(I)V,JsoupXpath-2.4.3,125
org.seimicrawler.xpath.antlr.XpathParser::absoluteLocationPathNoroot()Lorg/seimicrawler/xpath/antlr/XpathParser$AbsoluteLocationPathNorootContext;,JsoupXpath-2.4.3,org.antlr.v4.runtime.TokenStream::LT(I)Lorg/antlr/v4/runtime/Token;,org.antlr.v4.runtime.CommonTokenStream::LT(I)Lorg/antlr/v4/runtime/Token;,antlr4-runtime-4.7.2,32
ch.qos.logback.classic.BasicConfigurator::configure(Lch/qos/logback/classic/LoggerContext;)V,logback-classic-1.2.3,ch.qos.logback.core.ConsoleAppender::setEncoder(Lch/qos/logback/core/encoder/Encoder;)V,ch.qos.logback.core.ConsoleAppender::setEncoder(Lch/qos/logback/core/encoder/Encoder;)V,logback-core-1.2.3,1
org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,org.seimicrawler.xpath.antlr.XpathParser$MainContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,JsoupXpath-2.4.3,31
org.antlr.v4.runtime.ParserRuleContext::getRuleContext(Ljava/lang/Class;I)Lorg/antlr/v4/runtime/ParserRuleContext;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::getChild(Ljava/lang/Class;I)Lorg/antlr/v4/runtime/tree/ParseTree;,org.seimicrawler.xpath.antlr.XpathParser$PredicateContext::getChild(Ljava/lang/Class;I)Lorg/antlr/v4/runtime/tree/ParseTree;,JsoupXpath-2.4.3,7275
org.seimicrawler.xpath.core.XpathProcessor::visitPrimaryExpr(Lorg/seimicrawler/xpath/antlr/XpathParser$PrimaryExprContext;)Lorg/seimicrawler/xpath/core/XValue;,JsoupXpath-2.4.3,org.antlr.v4.runtime.tree.TerminalNode::getText()Ljava/lang/String;,org.antlr.v4.runtime.tree.TerminalNodeImpl::getText()Ljava/lang/String;,antlr4-runtime-4.7.2,6017
org.antlr.v4.runtime.Lexer::nextToken()Lorg/antlr/v4/runtime/Token;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.Lexer::emit()Lorg/antlr/v4/runtime/Token;,org.seimicrawler.xpath.antlr.XpathLexer::emit()Lorg/antlr/v4/runtime/Token;,JsoupXpath-2.4.3,598
org.antlr.v4.runtime.Parser::addContextToParseTree()V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,org.seimicrawler.xpath.antlr.XpathParser$LocationPathContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,JsoupXpath-2.4.3,64
org.seimicrawler.xpath.core.XpathProcessor::visitStep(Lorg/seimicrawler/xpath/antlr/XpathParser$StepContext;)Lorg/seimicrawler/xpath/core/XValue;,JsoupXpath-2.4.3,org.jsoup.select.Elements::select(Ljava/lang/String;)Lorg/jsoup/select/Elements;,org.jsoup.select.Elements::select(Ljava/lang/String;)Lorg/jsoup/select/Elements;,jsoup-1.13.1,24
org.seimicrawler.xpath.util.CommonUtil::setSameTagIndexInSiblings(Lorg/jsoup/nodes/Element;I)V,JsoupXpath-2.4.3,org.jsoup.nodes.Element::attr(Ljava/lang/String;Ljava/lang/String;)Lorg/jsoup/nodes/Element;,org.jsoup.nodes.Element::attr(Ljava/lang/String;Ljava/lang/String;)Lorg/jsoup/nodes/Element;,jsoup-1.13.1,187
ch.qos.logback.core.spi.ContextAwareBase::addInfo(Ljava/lang/String;)V,logback-core-1.2.3,ch.qos.logback.core.spi.ContextAwareBase::addStatus(Lch/qos/logback/core/status/Status;)V,ch.qos.logback.classic.BasicConfigurator::addStatus(Lch/qos/logback/core/status/Status;)V,logback-classic-1.2.3,1
org.antlr.v4.runtime.Parser::consume()Lorg/antlr/v4/runtime/Token;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/tree/TerminalNode;)Lorg/antlr/v4/runtime/tree/TerminalNode;,org.seimicrawler.xpath.antlr.XpathParser$MultiplicativeExprContext::addChild(Lorg/antlr/v4/runtime/tree/TerminalNode;)Lorg/antlr/v4/runtime/tree/TerminalNode;,JsoupXpath-2.4.3,2
com.tngtech.java.junit.dataprovider.internal.TestValidator::validateDataProviderMethod(Lorg/junit/runners/model/FrameworkMethod;Lcom/tngtech/java/junit/dataprovider/DataProvider;Ljava/util/List;)V,junit-dataprovider-1.10.2,com.tngtech.java.junit.dataprovider.DataProvider::value()[Ljava/lang/String;,com.sun.proxy.$Proxy16::value()[Ljava/lang/String;,com.sun.proxy,1
org.antlr.v4.runtime.tree.AbstractParseTreeVisitor::visit(Lorg/antlr/v4/runtime/tree/ParseTree;)Ljava/lang/Object;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.tree.ParseTree::accept(Lorg/antlr/v4/runtime/tree/ParseTreeVisitor;)Ljava/lang/Object;,org.seimicrawler.xpath.antlr.XpathParser$FunctionNameContext::accept(Lorg/antlr/v4/runtime/tree/ParseTreeVisitor;)Ljava/lang/Object;,JsoupXpath-2.4.3,218
org.junit.runners.ParentRunner::areAllChildrenIgnored()Z,junit-4.12,org.junit.runners.ParentRunner::isIgnored(Ljava/lang/Object;)Z,com.tngtech.java.junit.dataprovider.DataProviderRunner::isIgnored(Ljava/lang/Object;)Z,junit-dataprovider-1.10.2,1
org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,org.seimicrawler.xpath.antlr.XpathParser$AdditiveExprContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,JsoupXpath-2.4.3,121
org.seimicrawler.xpath.core.function.SubString::call(Lorg/seimicrawler/xpath/core/Scope;Ljava/util/List;)Lorg/seimicrawler/xpath/core/XValue;,JsoupXpath-2.4.3,org.apache.commons.lang3.StringUtils::substring(Ljava/lang/String;II)Ljava/lang/String;,org.apache.commons.lang3.StringUtils::substring(Ljava/lang/String;II)Ljava/lang/String;,commons-lang3-3.3.2,3
org.seimicrawler.xpath.antlr.XpathParser::relativeLocationPath()Lorg/seimicrawler/xpath/antlr/XpathParser$RelativeLocationPathContext;,JsoupXpath-2.4.3,org.antlr.v4.runtime.TokenStream::LA(I)I,org.antlr.v4.runtime.CommonTokenStream::LA(I)I,antlr4-runtime-4.7.2,340
org.seimicrawler.xpath.antlr.XpathParser::equalityExpr()Lorg/seimicrawler/xpath/antlr/XpathParser$EqualityExprContext;,JsoupXpath-2.4.3,org.antlr.v4.runtime.TokenStream::LT(I)Lorg/antlr/v4/runtime/Token;,org.antlr.v4.runtime.CommonTokenStream::LT(I)Lorg/antlr/v4/runtime/Token;,antlr4-runtime-4.7.2,21
org.seimicrawler.xpath.antlr.XpathParser::nodeTest()Lorg/seimicrawler/xpath/antlr/XpathParser$NodeTestContext;,JsoupXpath-2.4.3,org.antlr.v4.runtime.TokenStream::LA(I)I,org.antlr.v4.runtime.CommonTokenStream::LA(I)I,antlr4-runtime-4.7.2,154
org.antlr.v4.runtime.Parser::consume()Lorg/antlr/v4/runtime/Token;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/tree/TerminalNode;)Lorg/antlr/v4/runtime/tree/TerminalNode;,org.seimicrawler.xpath.antlr.XpathParser$PredicateContext::addChild(Lorg/antlr/v4/runtime/tree/TerminalNode;)Lorg/antlr/v4/runtime/tree/TerminalNode;,JsoupXpath-2.4.3,106
org.junit.runners.BlockJUnit4ClassRunner::collectInitializationErrors(Ljava/util/List;)V,junit-4.12,org.junit.runners.BlockJUnit4ClassRunner::validateMethods(Ljava/util/List;)V,com.tngtech.java.junit.dataprovider.DataProviderRunner::validateMethods(Ljava/util/List;)V,junit-dataprovider-1.10.2,1
org.seimicrawler.xpath.core.XpathProcessor::visitStep(Lorg/seimicrawler/xpath/antlr/XpathParser$StepContext;)Lorg/seimicrawler/xpath/core/XValue;,JsoupXpath-2.4.3,org.jsoup.nodes.Element::attr(Ljava/lang/String;)Ljava/lang/String;,org.jsoup.nodes.Element::attr(Ljava/lang/String;)Ljava/lang/String;,jsoup-1.13.1,7261
org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,org.seimicrawler.xpath.antlr.XpathParser$NameTestContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,JsoupXpath-2.4.3,119
org.seimicrawler.xpath.core.XValue::toString()Ljava/lang/String;,JsoupXpath-2.4.3,org.apache.commons.lang3.builder.ToStringBuilder::append(Ljava/lang/String;Z)Lorg/apache/commons/lang3/builder/ToStringBuilder;,org.apache.commons.lang3.builder.ToStringBuilder::append(Ljava/lang/String;Z)Lorg/apache/commons/lang3/builder/ToStringBuilder;,commons-lang3-3.3.2,8
org.antlr.v4.runtime.Parser::consume()Lorg/antlr/v4/runtime/Token;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/tree/TerminalNode;)Lorg/antlr/v4/runtime/tree/TerminalNode;,org.seimicrawler.xpath.antlr.XpathParser$FunctionCallContext::addChild(Lorg/antlr/v4/runtime/tree/TerminalNode;)Lorg/antlr/v4/runtime/tree/TerminalNode;,JsoupXpath-2.4.3,24
org.seimicrawler.xpath.core.node.Text::call(Lorg/seimicrawler/xpath/core/Scope;)Lorg/seimicrawler/xpath/core/XValue;,JsoupXpath-2.4.3,org.jsoup.nodes.TextNode::getWholeText()Ljava/lang/String;,org.jsoup.nodes.TextNode::getWholeText()Ljava/lang/String;,jsoup-1.13.1,49
org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/tree/TerminalNode;)Lorg/antlr/v4/runtime/tree/TerminalNode;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,org.seimicrawler.xpath.antlr.XpathParser$MultiplicativeExprContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,JsoupXpath-2.4.3,2
org.antlr.v4.runtime.tree.AbstractParseTreeVisitor::visit(Lorg/antlr/v4/runtime/tree/ParseTree;)Ljava/lang/Object;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.tree.ParseTree::accept(Lorg/antlr/v4/runtime/tree/ParseTreeVisitor;)Ljava/lang/Object;,org.seimicrawler.xpath.antlr.XpathParser$AbbreviatedStepContext::accept(Lorg/antlr/v4/runtime/tree/ParseTreeVisitor;)Ljava/lang/Object;,JsoupXpath-2.4.3,80
org.antlr.v4.runtime.Parser::enterOuterAlt(Lorg/antlr/v4/runtime/ParserRuleContext;I)V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::setAltNumber(I)V,org.seimicrawler.xpath.antlr.XpathParser$PathExprNoRootContext::setAltNumber(I)V,JsoupXpath-2.4.3,124
ch.qos.logback.classic.layout.TTLLLayout::doLayout(Lch/qos/logback/classic/spi/ILoggingEvent;)Ljava/lang/String;,logback-classic-1.2.3,ch.qos.logback.core.util.CachingDateFormatter::format(J)Ljava/lang/String;,ch.qos.logback.core.util.CachingDateFormatter::format(J)Ljava/lang/String;,logback-core-1.2.3,487
org.seimicrawler.xpath.core.XValue::exprStr()Lorg/seimicrawler/xpath/core/XValue;,JsoupXpath-2.4.3,org.apache.commons.lang3.StringUtils::removeEnd(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.lang3.StringUtils::removeEnd(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;,commons-lang3-3.3.2,26620
org.seimicrawler.xpath.antlr.XpathParser::andExpr()Lorg/seimicrawler/xpath/antlr/XpathParser$AndExprContext;,JsoupXpath-2.4.3,org.antlr.v4.runtime.TokenStream::LA(I)I,org.antlr.v4.runtime.CommonTokenStream::LA(I)I,antlr4-runtime-4.7.2,95
org.jsoup.parser.HtmlTreeBuilder::isSpecial(Lorg/jsoup/nodes/Element;)Z,jsoup-1.13.1,org.jsoup.helper.StringUtil::in(Ljava/lang/String;[Ljava/lang/String;)Z,org.jsoup.helper.StringUtil::in(Ljava/lang/String;[Ljava/lang/String;)Z,jsoup-1.10.3,2186
org.seimicrawler.xpath.core.XpathProcessor::visitAdditiveExpr(Lorg/seimicrawler/xpath/antlr/XpathParser$AdditiveExprContext;)Lorg/seimicrawler/xpath/core/XValue;,JsoupXpath-2.4.3,org.antlr.v4.runtime.tree.ParseTree::getText()Ljava/lang/String;,org.antlr.v4.runtime.tree.TerminalNodeImpl::getText()Ljava/lang/String;,antlr4-runtime-4.7.2,40
org.seimicrawler.xpath.util.CommonUtil::getElIndexInSameTags(Lorg/jsoup/nodes/Element;Lorg/seimicrawler/xpath/core/Scope;)I,JsoupXpath-2.4.3,org.jsoup.select.Elements::iterator()Ljava/util/Iterator;,org.jsoup.select.Elements::iterator()Ljava/util/Iterator;,jsoup-1.13.1,243
org.antlr.v4.runtime.Parser::addContextToParseTree()V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,org.seimicrawler.xpath.antlr.XpathParser$PrimaryExprContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,JsoupXpath-2.4.3,12
org.seimicrawler.xpath.core.XpathProcessor::visitPredicate(Lorg/seimicrawler/xpath/antlr/XpathParser$PredicateContext;)Lorg/seimicrawler/xpath/core/XValue;,JsoupXpath-2.4.3,org.jsoup.nodes.Element::tagName()Ljava/lang/String;,org.jsoup.nodes.Element::tagName()Ljava/lang/String;,jsoup-1.13.1,185
org.jsoup.nodes.Element::appendNormalisedText(Ljava/lang/StringBuilder;Lorg/jsoup/nodes/TextNode;)V,jsoup-1.13.1,org.jsoup.helper.StringUtil::appendNormalisedWhitespace(Ljava/lang/StringBuilder;Ljava/lang/String;Z)V,org.jsoup.helper.StringUtil::appendNormalisedWhitespace(Ljava/lang/StringBuilder;Ljava/lang/String;Z)V,jsoup-1.10.3,304
org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,org.seimicrawler.xpath.antlr.XpathParser$PredicateContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,JsoupXpath-2.4.3,53
org.antlr.v4.runtime.tree.AbstractParseTreeVisitor::visit(Lorg/antlr/v4/runtime/tree/ParseTree;)Ljava/lang/Object;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.tree.ParseTree::accept(Lorg/antlr/v4/runtime/tree/ParseTreeVisitor;)Ljava/lang/Object;,org.seimicrawler.xpath.antlr.XpathParser$NameTestContext::accept(Lorg/antlr/v4/runtime/tree/ParseTreeVisitor;)Ljava/lang/Object;,JsoupXpath-2.4.3,7474
ch.qos.logback.core.encoder.LayoutWrappingEncoder::headerBytes()[B,logback-core-1.2.3,ch.qos.logback.core.Layout::getFileHeader()Ljava/lang/String;,ch.qos.logback.classic.layout.TTLLLayout::getFileHeader()Ljava/lang/String;,logback-classic-1.2.3,1
org.seimicrawler.xpath.core.XpathProcessor::visitStep(Lorg/seimicrawler/xpath/antlr/XpathParser$StepContext;)Lorg/seimicrawler/xpath/core/XValue;,JsoupXpath-2.4.3,org.jsoup.select.Elements::add(Ljava/lang/Object;)Z,org.jsoup.select.Elements::add(Ljava/lang/Object;)Z,jsoup-1.13.1,1834
